random_num,股票编号,上市年限,所属行业,所属概念板块,code,上市年限计算
97,1709,1997-06-09,建筑业,PPP;大盘蓝筹;国企混改;标普道琼斯概念;地方国企;超涨,000498.SZ,21
2569,1710,2001-08-28,金融业,股票质押;互联网金融;金控平台,600599.SH,17
2176,1711,1998-01-07,采矿业,地方国企;ST概念;*ST;国家队,600121.SH,20
2973,1712,2016-09-19,制造业,,601500.SH,2
1170,1713,2014-01-27,交通运输、仓储和邮政业,金融科技;互联网金融;标普道琼斯概念;超涨;增持;电子商务;员工持股;智能物流;物流骨干网,002711.SZ,4
1664,1714,2012-03-19,信息传输、软件和信息技术服务业,股票质押;智慧城市;地热能;金融科技;互联网金融;征信;预减,300300.SZ,6
408,1715,1999-08-03,制造业,*ST;股票质押;MSCI中盘;CDM项目;重组;基金重仓(季调);标普道琼斯概念;大盘蓝筹;ST概念;二线龙头;地方国企,000932.SZ,19
2578,1716,1992-07-24,制造业,融资融券;东北振兴;地方国企;融资融券标的;大盘蓝筹,600609.SH,26
3074,1717,2014-11-06,制造业,半导体产业;核高基;5G应用;预增;科技龙头;超涨;数字中国;高校;国产化创新;网络可视化;标普道琼斯概念;行业龙头;自主可控;可转债;大消费;云计算;含可转债;MSCI中盘;芯片国产化;人工智能,603019.SH,4
248,1718,1997-02-28,制造业,融资融券标的;并购阶段(需定增);超涨;融资融券;可转债;医疗改革;含可转债;预增,000700.SZ,21
2573,1719,1992-01-13,综合,物流骨干网;预增;重组;智能物流,600603.SH,26
2507,1720,2001-05-28,制造业,轨道交通;央企;MSCI中盘;融资融券标的;中字头;高铁;成渝特区;一带一路;融资融券;国家队;标普道琼斯概念,600528.SH,17
1609,1721,2011-07-19,信息传输、软件和信息技术服务业,云计算;大数据;国家队;阿里巴巴概念,300245.SZ,7
668,1722,2008-01-23,制造业,PPP;海绵城市;新疆振兴;水利水电建设;最小市值;央企;国家队,002205.SZ,10
840,1723,2010-03-31,制造业,股票质押;融资融券;融资融券标的;标普道琼斯概念;小金属;钨矿,002378.SZ,8
1695,1724,2012-06-28,制造业,国家队;虚拟现实;知识产权;小米产业链;3D打印;超涨,300331.SZ,6
1644,1725,2011-12-29,制造业,并购阶段(需定增);文化传媒概念;股票质押;超涨;互联网营销;国家队;重组;机器人,300280.SZ,7
2810,1726,1994-08-09,批发和零售业,蚂蚁金服;预增;民营医院,600865.SH,24
3165,1727,2016-12-28,制造业,含可转债;预增,603218.SH,2
893,1728,2010-06-10,建筑业,特色小镇;雄安新区;预增;PPP;标普道琼斯概念;粤港澳大湾区;珠三角;虚拟现实;装饰园林;融资融券;国家队;融资融券标的,002431.SZ,8
2878,1729,2004-08-09,制造业,涉矿;融资融券标的;标普道琼斯概念;融资融券;护城河;预增,600987.SH,14
1123,1730,2012-03-09,制造业,新能源汽车;融资融券标的;标普道琼斯概念;融资融券;超涨,002662.SZ,6
1917,1731,2016-11-01,信息传输、软件和信息技术服务业,预增,300559.SZ,2
835,1732,2010-03-18,信息传输、软件和信息技术服务业,MSCI中盘;并购阶段(需定增);轨道交通;标普道琼斯概念;5G应用;科技龙头;智慧停车;超涨;智能交通;预增;安防监控;消费电子产业;数字中国;护城河,002373.SZ,8
500,1733,2004-09-08,制造业,国资改革,002037.SZ,14
1919,1734,2016-11-17,信息传输、软件和信息技术服务业,密码学,300561.SZ,2
1043,1735,2011-05-20,制造业,高送转概念;员工持股;电子商务,002582.SZ,7
3252,1736,2017-10-16,制造业,近端次新股;次新股;预减,603499.SH,1
133,1737,1993-12-20,电力、热力、燃气及水生产和供应业,融资融券标的;国家队;量子技术;火电;标普道琼斯概念;地方国企;融资融券;预增,000543.SZ,25
1618,1738,2011-08-19,制造业,健康中国;股票质押;最小市值;干细胞;生物疫苗;肺炎概念;国家队;基因检测,300254.SZ,7
3008,1739,2008-08-18,制造业,中字头;基金重仓(季调);万得A50;MSCI大盘;央企;大央企重组;国产化创新;一带一路;标普道琼斯概念;融资融券;轨道交通;高铁;富时罗素概念;护城河;国家队;证金概念;融资融券标的;行业龙头;高端装备制造;超级电容;含H股的A股;预增;沪伦通,601766.SH,10
2028,1740,2017-07-25,制造业,预增;次新股;传感器,300680.SZ,1
2299,1741,2000-08-25,农、林、牧、渔业,ST;精准扶贫;举牌;ST概念;重组,600265.SH,18
3327,1742,2015-01-26,制造业,股票质押;新材料;预增;消费电子产业;超涨,603678.SH,3
2474,1743,2003-06-26,制造业,融资融券;并购阶段(需定增);黄金珠宝;小金属;标普道琼斯概念;股票质押;融资融券标的;医保概念,600490.SH,15
560,1744,2006-12-22,制造业,机器人;并购阶段(需定增);标普道琼斯概念;通用航空;无人机;超涨;股票质押;挖掘机;重组,002097.SZ,12
1520,1745,2011-01-07,制造业,安防监控;智能家居;超涨;智慧城市;保底增持;预增;智慧停车,300155.SZ,7
1353,1746,2017-10-20,信息传输、软件和信息技术服务业,近端次新股;次新股,002908.SZ,1
1490,1747,2010-10-13,科学研究和技术服务业,国家队;合同能源管理;增持;LNG;预减,300125.SZ,8
1221,1748,2015-06-11,制造业,无人驾驶;车联网;标普道琼斯概念;超涨,002766.SZ,3
2940,1749,2011-03-17,电力、热力、燃气及水生产和供应业,标普道琼斯概念;固废处理;江苏省国资;融资融券;污水处理;预增;医废处理;地方国企;融资融券标的;可转债,601199.SH,7
2138,1750,1997-06-12,制造业,预增;并购阶段(需定增);医疗器械,600080.SH,21
187,1751,1996-09-26,制造业,增持;国家队;股票质押;券商重仓;股权转让;标普道琼斯概念,000612.SZ,22
1854,1752,2015-12-10,信息传输、软件和信息技术服务业,超涨;半导体产业;传感器;预增;合资企业;芯片国产化;5G;集成电路,300493.SZ,3
3197,1753,2016-10-13,制造业,可转债;含可转债;超涨;预增;人民币贬值,603313.SH,2
173,1754,1996-09-27,制造业,品牌龙头;国家队;地方国企;基金重仓(季调);一线龙头;含B股的A股;融资融券;融资融券标的;白酒;MSCI中盘;标普道琼斯概念;基金增仓,000596.SZ,22
3360,1755,2017-03-24,制造业,次新股;预减,603768.SH,1
516,1756,2006-06-27,制造业,并购阶段(需定增);地方国企;国家队;调味品;预增,002053.SZ,12
2564,1757,2004-03-23,制造业,国家队;股票质押;员工持股;融资融券标的;民营医院;医药电商;医保概念;医疗改革;融资融券;民营银行;抗癌;标普道琼斯概念,600594.SH,14
1171,1758,2014-01-23,租赁和商务服务业,预增;互联网营销;影视;文化传媒概念;小盘成长;知识产权,002712.SZ,4
1981,1759,2017-03-17,制造业,MSCI中盘;超涨;中小创蓝筹;二线龙头;科技龙头;高送转概念;5G应用;次新股,300628.SZ,1
114,1760,1993-10-25,交通运输、仓储和邮政业,央企;大盘蓝筹;股权转让;预减;债转股;重组,000520.SZ,25
1301,1761,2017-03-10,制造业,次新股,002852.SZ,1
198,1762,1996-11-12,金融业,标普道琼斯概念;新型煤化工;医保概念;MSCI大盘;融资融券;甲醇;融资融券标的,000627.SZ,22
480,1763,2004-07-13,制造业,国资改革;移动支付;大数据;央企;国家队;金融科技;智能IC卡,002017.SZ,14
117,1764,1993-11-18,住宿和餐饮业,地方国企;预增;广东省国资;粤港澳大湾区,000524.SZ,25
3400,1765,2015-12-22,制造业,含可转债;二线龙头;国家队;标普道琼斯概念,603866.SH,3
1505,1766,2010-11-12,制造业,央企;雄安新区;国家队;环保概念;重组;PM2.5;特高压;国资改革,300140.SZ,8
2376,1767,2002-06-13,制造业,股票质押;员工持股;超涨;重组,600355.SH,16
1450,1768,2010-05-26,信息传输、软件和信息技术服务业,并购阶段(需定增);互联网金融;金融科技;征信,300085.SZ,8
3201,1769,2016-11-30,制造业,小盘成长,603319.SH,2
1776,1770,2015-05-13,制造业,军民融合;并购阶段(需定增);出口型企业;轨道交通;超涨,300414.SZ,3
2836,1771,1996-03-15,信息传输、软件和信息技术服务业,超涨;网络游戏;举牌;高送转概念;文化传媒概念;氟化工,600892.SH,22
1587,1772,2011-05-31,制造业,人工智能;半导体产业;消费电子产业;国家队;预增;国产化创新;智能电视;核高基;智能穿戴;360概念;超涨;3D传感;智能音箱;芯片国产化;集成电路;智能手表,300223.SZ,7
1545,1773,2011-02-22,制造业,QFII重仓;制造业单项冠军企业,300180.SZ,7
1042,1774,2011-05-20,制造业,标普道琼斯概念;超涨;股票质押;基因检测;中小创蓝筹;生物疫苗;肺炎概念,002581.SZ,7
1576,1775,2011-05-05,信息传输、软件和信息技术服务业,融资融券标的;智能交通;融资融券;5G应用;智慧城市;PPP;阿里巴巴概念;轨道交通;员工持股;车联网;央企;无人驾驶;超涨,300212.SZ,7
3228,1776,2014-07-03,制造业,大盘蓝筹;江苏省国资;MSCI中盘;标普道琼斯概念;地方国企;融资融券标的;白酒;融资融券;二线龙头;基金增仓;长三角,603369.SH,4
274,1777,1997-06-17,制造业,央企;预减;融资融券标的;融资融券;LNG;尾气治理,000731.SZ,21
1487,1778,2010-09-28,制造业,基金重仓(季调);生物疫苗;融资融券;干细胞;行业龙头;股票质押;超涨;肺炎概念;创新药;国产化创新;大消费;融资融券标的;CAR-T疗法,300122.SZ,8
3065,1779,2012-07-17,制造业,股票质押;智能家居;标普道琼斯概念;文化传媒概念,603008.SH,6
2649,1780,1993-11-19,制造业,基金重仓(季调);QFII重仓;品牌龙头;行业龙头;大盘蓝筹;标普道琼斯概念;物联网;陆股通50;融资融券标的;一线龙头;国家队;智能家居;重组;消费电子产业;可转债;融资融券;国产化创新;阿里巴巴概念;白马股;证金概念;MSCI大盘;大消费;工业4.0,600690.SH,25
2168,1781,1997-10-21,租赁和商务服务业,融资融券;地方国企;预增;融资融券标的,600113.SH,21
1569,1782,2011-04-21,制造业,移动互联网;网络安全;移动支付;智能IC卡;无感支付;金融科技;高校;融资融券;融资融券标的;在线教育,300205.SZ,7
571,1783,2007-01-24,制造业,国家队;白马股;预减;手机电池;股票质押;锂电池;手机产业;锂电隔膜;融资融券标的;融资融券;标普道琼斯概念,002108.SZ,11
3457,1784,2014-11-04,制造业,预增,603988.SH,4
3163,1785,2016-11-08,制造业,小盘成长;超涨;机器人,603203.SH,2
2469,1786,2003-08-07,制造业,科技龙头;4G;5G;国家队;重组;超跌;移动互联网;融资融券;超涨;融资融券标的;数字中国,600485.SH,15
188,1787,1997-01-28,住宿和餐饮业,*ST;三沙;含B股的A股;土地流转;举牌;超涨;ST概念;海南自贸港,000613.SZ,21
1703,1788,2012-07-18,信息传输、软件和信息技术服务业,金融科技;增持;国产软硬件;高送转概念;股票质押;互联网金融,300339.SZ,6
3014,1789,2012-03-09,建筑业,标普道琼斯概念;行业龙头;沪伦通;国家队;融资融券标的;可转债;万得A50;证金概念;一线龙头;富时罗素概念;含H股的A股;中字头;MSCI大盘;一带一路;护城河;融资融券,601800.SH,6
2150,1790,1997-07-03,房地产业,股票质押;含B股的A股;预减;员工持股;融资融券标的;合资企业;国家队;举牌;标普道琼斯概念;融资融券,600094.SH,21
788,1791,2009-12-22,制造业,液晶显示;锂电池;出口型企业;车联网;氟化工;无人驾驶;OLED;标普道琼斯概念;超涨;涉矿,002326.SZ,9
2914,1792,2011-10-28,制造业,基金重仓(季调);标普道琼斯概念;国产软硬件;MSCI中盘;超涨;制造业单项冠军企业;行业龙头,601100.SH,7
826,1793,2010-03-05,制造业,能源互联网;超涨;智能电网;充电桩;基站;4G;工业互联网,002364.SZ,8
3054,1794,2011-09-29,制造业,融资融券;美丽中国;融资融券标的;土地流转;合资企业,601996.SH,7
1133,1795,2012-04-26,制造业,广东省国资;医废处理;固废处理;地方国企;垃圾分类;含H股的A股;国家队;环保概念;PPP;中小创蓝筹;标普道琼斯概念,002672.SZ,6
3009,1796,2010-11-25,制造业,国家队;融资融券标的;融资融券;电动物流车;员工持股;新能源汽车;共享汽车,601777.SH,8
1295,1797,2017-02-07,制造业,超涨;预增;含可转债,002846.SZ,1
1060,1798,2011-07-15,制造业,K-12教育;员工持股;高送转概念,002599.SZ,7
2199,1799,1998-05-20,制造业,国家队;高端装备制造;中字头;南北船合并;国企混改;浦东新区;航母;央企;融资融券;可燃冰;十大军工集团;融资融券标的;一带一路;大央企重组,600150.SH,20
617,1800,2007-08-16,制造业,互联网金融;融资融券;超涨;跨境电商;电子商务;国家队;融资融券标的;预增;人民币贬值;股票质押,002154.SZ,11
3326,1801,2017-02-06,制造业,出口型企业;含可转债;可转债,603677.SH,1
461,1802,1994-09-28,房地产业,标普道琼斯概念;融资融券标的;预减;央企;中字头;超涨;融资融券,001914.SZ,24
2949,1803,2014-12-11,科学研究和技术服务业,国家队,601226.SH,4
765,1804,2009-11-03,制造业,可转债;军民融合;股票质押;标普道琼斯概念,002303.SZ,9
382,1805,1999-04-01,制造业,军民融合;基金重仓(季调);央企;标普道琼斯概念;融资融券;融资融券标的;东北振兴;十大军工集团;大飞机;车联网,000901.SZ,19
706,1806,2008-05-28,制造业,广东省国资;地方国企;出口型企业;国家队;深圳市国资,002243.SZ,10
3035,1807,2011-09-08,制造业,预增;光伏;标普道琼斯概念;国家队,601908.SH,7
754,1808,2009-09-10,制造业,K-12教育;文化传媒概念;二胎政策;虚拟现实;融资融券;网络游戏;股票质押;网红经济;5G应用;IP流量变现;动漫;影视;标普道琼斯概念;融资融券标的,002292.SZ,9
502,1809,2005-03-03,电力、热力、燃气及水生产和供应业,举牌;央企;预减;国家队,002039.SZ,13
2972,1810,2006-10-27,金融业,白马股;大盘蓝筹;基金重仓(季调);股票质押;证金概念;基金减持;富时罗素概念;国家队;陆股通50;含H股的A股;系统重要性金融机构;一线龙头;标普道琼斯概念;护城河;万得A50;行业龙头;沪伦通;融资融券;融资融券标的;央企;MSCI大盘,601398.SH,12
3167,1811,2015-06-30,交通运输、仓储和邮政业,超涨;LNG;预减,603223.SH,3
2401,1812,2001-04-12,房地产业,护城河;融资融券;MSCI大盘;基金重仓(季调);大盘蓝筹;标普道琼斯概念;融资融券标的;行业龙头;新型城镇化;国家队;珠三角;证金概念;基金增仓;一线龙头,600383.SH,17
672,1813,2008-01-30,制造业,重组;工业4.0;股票质押;员工持股;最小市值,002209.SZ,10
700,1814,2008-05-20,制造业,增持;融资融券标的;预增;股票质押;国家队;黄金珠宝;标普道琼斯概念;融资融券,002237.SZ,10
2513,1815,2002-08-23,制造业,证金概念;标普道琼斯概念;护城河;医保概念;融资融券;国家队;行业龙头;医疗改革;独家药;大消费;大盘蓝筹;MSCI大盘;融资融券标的;预增,600535.SH,16
1882,1816,2016-07-05,制造业,染料;高送转概念,300522.SZ,2
3356,1817,2017-07-11,制造业,标普道琼斯概念;小盘成长;次新股,603757.SH,1
2018,1818,2017-06-29,制造业,超涨;最小市值;次新股,300669.SZ,1
1483,1819,2010-09-02,制造业,中小创蓝筹;异质结电池(HIT);小盘成长;能源互联网;国家队;光伏,300118.SZ,8
1376,1820,2009-10-30,信息传输、软件和信息技术服务业,网络安全;融资融券;超涨;小程序;大数据;融资融券标的;在线教育;电子政务,300010.SZ,9
2617,1821,1990-12-19,批发和零售业,国家队;中国国际进口博览会;车联网;无人驾驶;国企混改;融资融券标的;大盘蓝筹;低价小市值;地方国企;融资融券,600653.SH,28
2771,1822,1994-01-28,批发和零售业,地方国企;举牌;天津市国资;天津自贸区,600821.SH,24
757,1823,2009-09-29,制造业,股票质押,002295.SZ,9
1900,1824,2016-09-13,信息传输、软件和信息技术服务业,超涨,300541.SZ,2
2182,1825,1997-09-01,批发和零售业,期货概念;江苏省国资;地方国企;重组;参股金融,600128.SH,21
2919,1826,2006-08-18,交通运输、仓储和邮政业,国企混改;标普道琼斯概念;万得A50;央企;国家队;大央企重组;中字头;证金概念;融资融券标的;MSCI大盘;含H股的A股;预增;行业龙头;融资融券;护城河,601111.SH,12
781,1827,2009-12-11,制造业,文化传媒概念;预增;石墨烯;国家队;互联网营销,002319.SZ,9
3324,1828,2015-05-28,制造业,超涨;精准扶贫;西藏振兴;标普道琼斯概念,603669.SH,3
2498,1829,2001-03-19,制造业,融资融券标的;白马股;护城河;民营医院;融资融券;大消费;基金重仓(季调);沪伦通;医疗改革;证金概念;国家队;医保概念;医药电商;智慧医疗;标普道琼斯概念;流感;股票质押;一线龙头;行业龙头;MSCI大盘,600518.SH,17
3286,1830,2017-07-12,制造业,新材料;富士康概念;次新股;超涨;标普道琼斯概念,603595.SH,1
2742,1831,1997-02-28,租赁和商务服务业,养老金概念;融资融券标的;金融改革;融资融券;预增;地方国企,600790.SH,21
2258,1832,1999-12-16,制造业,大盘蓝筹;固废处理;环保概念,600217.SH,19
8,1833,1995-10-27,建筑业,装饰园林;国家队;PPP,szse.000010,23
2017,1834,2017-06-19,科学研究和技术服务业,次新股,300668.SZ,1
3389,1835,2017-03-28,制造业,次新股;珠三角;含可转债;标普道琼斯概念;大消费;基金重仓(季调);行业龙头,603833.SH,1
159,1836,1994-08-15,房地产业,,000573.SZ,24
401,1837,1999-06-11,制造业,高铁;预增;员工持股;超涨;高校;轨道交通;环保概念;半导体分立器件,000925.SZ,19
237,1838,1997-01-23,电力、热力、燃气及水生产和供应业,广东省国资;污水处理;医废处理;融资融券标的;预增;环保概念;海绵城市;国家队;融资融券;标普道琼斯概念;地方国企,000685.SZ,21
905,1839,2010-07-06,制造业,油气管网升级;海绵城市,002443.SZ,8
1198,1840,2015-01-22,制造业,并购阶段(需定增);黄金珠宝;超涨,002740.SZ,3
2332,1841,2000-12-13,制造业,最小市值;地方国企,600302.SH,18
1270,1842,2016-11-11,批发和零售业,高校;预增,002819.SZ,2
522,1843,2006-08-10,水利、环境和公共设施管理业,国家队;装饰园林;特色小镇;预减,002059.SZ,12
3072,1844,2014-12-31,科学研究和技术服务业,装配式建筑;装饰园林,603017.SH,4
18,1845,1993-04-29,制造业,股权转让;重组;智慧医疗,szse.000023,25
3381,1846,2015-04-22,制造业,标普道琼斯概念,603818.SH,3
884,1847,2010-06-03,制造业,护城河;制造业单项冠军企业;创新药;国产化创新;抗生素;大消费;标普道琼斯概念;抗癌;行业龙头,002422.SZ,8
1224,1848,2015-06-29,租赁和商务服务业,独角兽概念;供应链金融;小米产业链,002769.SZ,3
2493,1849,2002-12-26,建筑业,预增;PPP;低价小市值,600512.SH,16
2624,1850,1993-06-14,交通运输、仓储和邮政业,融资融券标的;地方国企;迪士尼;上海本地重组;上海国资改革;浦东新区;阿里巴巴概念;融资融券,600662.SH,25
209,1851,1996-11-26,制造业,重组;大盘蓝筹;基金重仓(季调);健康中国;可转债;员工持股;股票质押;并购阶段(需定增),000639.SZ,22
2867,1852,2004-04-19,批发和零售业,融资融券;医保概念;流感;融资融券标的,600976.SH,14
2757,1853,1994-01-03,制造业,地方国企;机床;工业4.0;ST概念,600806.SH,24
1518,1854,2010-12-29,制造业,新能源汽车;预减;国家队;电动物流车;共享汽车,300153.SZ,8
3267,1855,2017-06-13,制造业,预减;超涨;次新股,603536.SH,1
1637,1856,2011-10-26,制造业,融资融券标的;国家队;健康中国;智慧医疗;预减;可转债;重组;超涨;融资融券;医疗器械,300273.SZ,7
2747,1857,1997-03-18,电力、热力、燃气及水生产和供应业,国家队;基金重仓(季调);证金概念;火电;预减;护城河;融资融券;陆股通50;标普道琼斯概念;行业龙头;东北振兴;大央企重组;央企;煤电重组;融资融券标的,600795.SH,21
2492,1858,2002-11-27,批发和零售业,医药电商;MSCI中盘;医保概念;国资改革;流感;白马股;融资融券;标普道琼斯概念;二线龙头;央企;护城河;医疗改革;国家队;融资融券标的,600511.SH,16
2212,1859,1998-05-29,制造业,股票质押;基因检测;增持;干细胞;员工持股,600165.SH,20
2011,1860,2017-06-06,制造业,次新股;芯片国产化;半导体产业;预增;超涨;TWS耳机;消费电子产业,300661.SZ,1
1920,1861,2016-11-16,制造业,超涨;健康中国;医疗改革;医疗器械;智能穿戴;预增,300562.SZ,2
1024,1862,2011-03-11,制造业,动漫;跨境电商;融资融券标的;大消费;护城河;二胎政策;长三角;标普道琼斯概念;行业龙头;电子商务;融资融券;大盘蓝筹,002563.SZ,7
969,1863,2010-11-23,制造业,基金重仓(季调);白马股;调味品;地方国企;标普道琼斯概念;股票质押;品牌龙头;国家队,002507.SZ,8
2446,1864,2004-03-03,电力、热力、燃气及水生产和供应业,标普道琼斯概念;重组;白马股;小盘成长;煤电重组,600452.SH,14
808,1865,2010-01-28,制造业,预增;舟山新区,002346.SZ,8
2096,1866,2002-05-23,交通运输、仓储和邮政业,国家队;MSCI中盘;融资融券标的;浦东新区;中字头;原油储运;融资融券;含H股的A股;标普道琼斯概念;央企,600026.SH,16
871,1867,2010-05-25,制造业,并购阶段(需定增);新型显示技术;液晶显示;国产化创新;半导体材料;360概念;半导体产业;超涨;标普道琼斯概念,002409.SZ,8
687,1868,2008-04-25,制造业,量子技术;军民融合;股票质押;含可转债;可转债;预增,002224.SZ,10
2360,1869,2000-12-11,电力、热力、燃气及水生产和供应业,融资融券标的;地方国企;长吉图板块;东北振兴;融资融券,600333.SH,18
2681,1870,1996-07-16,房地产业,超涨;新型城镇化;大盘蓝筹;地方国企;国家队,600724.SH,22
1734,1871,2014-01-23,制造业,雄安新区;国家队;物联网,300371.SZ,4
1220,1872,2015-06-12,制造业,高送转概念;股票质押,002765.SZ,3
504,1873,2005-04-18,农、林、牧、渔业,基金重仓(季调);融资融券;融资融券标的;预增;生物育种;标普道琼斯概念;国家队;超涨;反关税,002041.SZ,13
2536,1874,2002-12-10,制造业,养老金概念;标普道琼斯概念;预增;新能源汽车;基金重仓(季调);融资融券标的;超级电容;融资融券;制造业单项冠军企业;国家队,600563.SH,16
1471,1875,2010-08-20,农、林、牧、渔业,乳业;生物育种;地方国企;最小市值;二胎政策,300106.SZ,8
3022,1876,2006-12-01,交通运输、仓储和邮政业,一带一路;融资融券;国家队;融资融券标的;超涨;并购阶段(需定增);浦东新区;QFII重仓;原油储运;央企;上海自贸区,601872.SH,12
1317,1877,2017-05-15,制造业,次新股;ETC;5G应用;超涨;无感支付;预增;智能交通,002869.SZ,1
2555,1878,2003-06-03,制造业,融资融券标的;数字中国;标普道琼斯概念;科技龙头;消费电子产业;国家队;超涨;芯片国产化;MSCI中盘;国产化创新;智能手表;融资融券;半导体分立器件;国家大基金;半导体产业;半导体封测;集成电路;苹果,600584.SH,15
1006,1879,2011-02-11,制造业,标普道琼斯概念;钢结构,002545.SZ,7
1760,1880,2014-10-09,制造业,超涨;国产化创新;半导体产业;半导体材料;合资企业;国家队;集成电路;液晶显示;新材料;新型显示技术,300398.SZ,4
997,1881,2011-01-11,制造业,基金重仓(季调);预减;小盘成长,002536.SZ,7
2364,1882,2000-12-27,采矿业,基金重仓(季调);西藏振兴;出口型企业;标普道琼斯概念;一线龙头,600338.SH,18
3182,1883,2017-09-11,制造业,近端次新股;次新股,603277.SH,1
1166,1884,2014-01-21,制造业,国家队;超涨;浦东新区,002706.SZ,4
972,1885,2010-11-25,制造业,国家队;含可转债;预增;制造业单项冠军企业;超涨;蔚来汽车;特斯拉,002510.SZ,8
3073,1886,2014-10-13,科学研究和技术服务业,小盘成长;举牌,603018.SH,4
1570,1887,2011-04-21,制造业,智慧医疗;健康中国;医疗器械;体外诊断;超涨,300206.SZ,7
331,1888,1997-06-25,制造业,医保概念;生物疫苗;工业气体;乙醇汽油;央企,000819.SZ,21
523,1889,2006-08-10,建筑业,高送转概念;广东国资改革;粤港澳大湾区;地方国企;低价小市值;水利水电建设;海绵城市;广东省国资;轨道交通;PPP,002060.SZ,12
3089,1890,2016-12-09,制造业,预增;可燃冰,603036.SH,2
379,1891,1997-12-25,制造业,融资融券;一线龙头;预减;央企;含H股的A股;大盘蓝筹;国家队;可转债;标普道琼斯概念;融资融券标的;大央企重组;MSCI大盘,000898.SZ,21
1726,1892,2014-01-29,制造业,垃圾分类;超涨;国家队,300363.SZ,4
2092,1893,2003-10-29,电力、热力、燃气及水生产和供应业,央企;大盘蓝筹;融资融券标的;标普道琼斯概念;券商重仓;国家队;预减;火电;核电;证金概念;融资融券;重组;煤电重组,600021.SH,15
3076,1894,2015-04-23,制造业,玻璃;高送转概念,603021.SH,3
510,1895,2005-05-31,建筑业,标普道琼斯概念;外资并购;珠三角;电子商务;股票质押;O2O;装饰园林;员工持股,002047.SZ,13
823,1896,2010-03-03,制造业,高端装备制造;预增,002361.SZ,8
2248,1897,1999-03-19,制造业,国产化创新;标普道琼斯概念;集成电路;举牌;融资融券标的;央企;超涨;半导体材料;大央企重组;芯片国产化;融资融券;半导体产业;稀土永磁,600206.SH,19
594,1898,2007-04-27,信息传输、软件和信息技术服务业,互联网营销;高送转概念;文化传媒概念;海绵城市;含可转债;超涨;可转债;制造业单项冠军企业;小程序;员工持股;标普道琼斯概念;水利水电建设,002131.SZ,11
445,1899,2000-07-06,制造业,ST概念;重组;高送转;*ST;低价小市值,000982.SZ,18
3175,1900,2017-02-22,制造业,人民币贬值;超涨;预增,603238.SH,1
1343,1901,2017-09-07,制造业,超涨;次新股;近端次新股,002897.SZ,1
1112,1902,2012-01-06,制造业,标普道琼斯概念,002651.SZ,6
2647,1903,1993-11-08,制造业,一线龙头;护城河;国家队;预减;大央企重组;油气改革;融资融券标的;央企;证金概念;大盘蓝筹;行业龙头;融资融券;含H股的A股;MSCI大盘;标普道琼斯概念;长三角,600688.SH,25
2453,1904,2003-09-03,租赁和商务服务业,股票质押;超涨;长吉图板块;物联网,600462.SH,15
78,1905,1996-06-27,综合,举牌;地方国企,000409.SZ,22
1117,1906,2012-02-28,制造业,O2O;虚拟现实;国家队;标普道琼斯概念;员工持股;珠三角,002656.SZ,6
813,1907,2010-02-05,制造业,音乐产业;国家队;超涨;智能音箱;消费电子产业;股票质押;智能家居,002351.SZ,8
1191,1908,2014-12-03,制造业,人民币贬值;氢能;燃料电池;锂电池;预增,002733.SZ,4
1210,1909,2015-05-19,制造业,含可转债;预减;小盘成长;可转债;国家队;炭黑,002753.SZ,3
2403,1910,2001-02-16,批发和零售业,充电桩;地方国企;融资融券;预增;高送转概念;文化传媒概念;融资融券标的;超涨,600386.SH,17
60,1911,2000-09-06,批发和零售业,融资融券标的;国资改革;融资融券;预减;央企,000151.SZ,18
1208,1912,2015-04-24,制造业,虚拟现实;装饰园林,002751.SZ,3
3455,1913,2016-08-18,制造业,预增;消费电子产业;芯片国产化;超涨;行业龙头;集成电路;高送转概念;重组;国家大基金;基金重仓(季调);半导体产业;科技龙头;数字中国;TWS耳机,603986.SH,2
2585,1914,1992-09-29,制造业,融资融券标的;地方国企;上海本地重组;融资融券;浦东新区;黄酒;上海国资改革,600616.SH,26
1096,1915,2011-11-25,制造业,虚拟现实;5G应用;科技龙头;苹果;消费电子产业;基金重仓(季调);标普道琼斯概念;中小创蓝筹;特斯拉;预增;手机外壳;超涨;智能手表,002635.SZ,7
1948,1916,2017-01-20,文化、体育和娱乐业,最小市值;文化传媒概念;预减,300592.SZ,1
1874,1917,2017-04-26,制造业,次新股;智能电网;物联网,300514.SZ,1
935,1918,2010-09-10,制造业,最小市值;股票质押;*ST;ST概念;重组,002473.SZ,8
405,1919,1999-06-23,制造业,啤酒;重组;最小市值,000929.SZ,19
2247,1920,1999-05-14,批发和零售业,超涨;半导体分立器件;绿色节能照明;地方国企,600203.SH,19
262,1921,1997-05-08,制造业,预减;大盘蓝筹;标普道琼斯概念;可转债,000717.SZ,21
3232,1922,2017-05-22,信息传输、软件和信息技术服务业,次新股,603383.SH,1
1507,1923,2010-11-12,制造业,股票质押;预减;国产化创新;基金重仓(季调);肺炎概念;生物疫苗;大盘蓝筹;血液制品;创新药;员工持股,300142.SZ,8
1784,1924,2015-02-17,水利、环境和公共设施管理业,环保概念;含可转债;高送转概念;医废处理;污水处理;可转债;PPP,300422.SZ,3
2906,1925,2011-11-07,制造业,超涨;油气管网升级,601028.SH,7
2013,1926,2017-06-08,信息传输、软件和信息技术服务业,新零售;移动支付;数字货币;次新股,300663.SZ,1
